system_type,response_time_ms,api_calls_count,ui_elements_count,user_interactions,error_rate,avg_session_duration_min,label
ERP,201,357,14,615,0.0135,51,1
ERP,249,431,43,541,0.0393,26,0
ERP,275,329,42,648,0.0186,11,1
ERP,182,121,25,682,0.0279,36,1
ERP,209,58,46,361,0.0491,10,0
ERP,278,415,12,562,0.0428,59,1
CRM,230,470,30,326,0.0439,45,0
ERP,269,143,17,622,0.0444,42,1
ERP,118,422,31,288,0.0348,31,1
POS,127,388,14,308,0.0398,58,1
CRM,272,486,26,112,0.0244,44,1
CRM,170,385,46,261,0.0499,43,0
POS,162,201,23,671,0.0212,27,0
ERP,172,454,48,592,0.0336,45,1
ERP,223,405,37,534,0.0213,12,0
POS,218,89,40,104,0.0145,53,0
CRM,220,408,26,301,0.0327,25,0
ERP,118,111,44,515,0.0241,20,1
CRM,274,303,49,111,0.0333,19,0
POS,241,118,31,496,0.0323,51,1
ERP,219,447,38,440,0.0317,30,0
CRM,265,294,19,472,0.0149,34,0
CRM,280,414,27,477,0.0276,44,1
ERP,160,219,44,324,0.0425,15,0
ERP,263,227,25,281,0.0226,55,1
CRM,267,238,16,396,0.0278,53,0
POS,129,309,39,406,0.0298,17,0
POS,108,121,28,530,0.0445,43,0
CRM,163,66,32,217,0.0362,50,0
POS,260,419,17,451,0.014,55,0
POS,219,390,26,687,0.0446,10,1
ERP,151,106,30,145,0.0433,12,0
ERP,188,267,35,326,0.0401,47,0
POS,241,156,37,455,0.0286,36,0
ERP,152,353,48,393,0.0403,22,0
POS,286,477,42,339,0.0291,52,0
ERP,177,222,49,447,0.0395,56,1
POS,140,268,28,240,0.0452,59,0
POS,295,296,38,303,0.0456,28,1
CRM,167,267,29,368,0.0282,28,0
CRM,107,422,29,412,0.0444,15,0
ERP,101,466,19,517,0.0141,56,0
ERP,204,80,21,236,0.0141,23,1
CRM,224,417,42,450,0.0319,14,0
ERP,209,96,34,260,0.0361,52,1
POS,185,183,34,272,0.0161,54,0
ERP,268,157,13,229,0.0289,54,1
ERP,219,121,13,178,0.0138,45,0
CRM,226,376,18,668,0.0341,18,1
ERP,282,467,24,156,0.0442,32,0
CRM,115,157,35,499,0.0395,41,0
POS,161,358,24,462,0.0251,38,0
POS,212,447,35,434,0.0498,54,0
POS,275,321,37,233,0.0365,37,1
POS,257,220,16,113,0.0426,49,1
CRM,111,165,41,382,0.0368,20,0
ERP,134,378,21,520,0.0496,28,0
ERP,110,123,44,226,0.0429,10,0
POS,163,305,41,317,0.0308,18,0
CRM,149,130,18,588,0.0247,11,1
ERP,248,317,23,359,0.0373,13,1
ERP,168,177,22,317,0.0336,38,1
POS,147,375,42,588,0.0352,13,1
ERP,119,452,41,542,0.0237,10,1
POS,200,284,28,198,0.0271,37,0
CRM,294,90,39,281,0.0323,27,0
POS,271,230,25,268,0.0436,55,0
POS,260,206,21,332,0.0405,22,1
ERP,288,108,19,192,0.0147,49,0
CRM,236,394,11,571,0.0198,15,0
POS,167,298,27,615,0.0111,58,0
POS,134,241,22,184,0.0103,52,1
ERP,164,73,38,618,0.019,56,1
POS,107,449,33,480,0.042,48,1
CRM,144,485,47,506,0.0462,31,0
POS,186,129,21,331,0.0257,39,1
CRM,274,183,38,350,0.0325,36,1
ERP,267,470,31,184,0.0382,17,0
ERP,175,262,45,418,0.0481,52,1
POS,281,437,10,292,0.0465,37,0
CRM,175,397,49,399,0.0123,11,0
ERP,273,215,43,457,0.0199,29,1
POS,146,474,43,656,0.012,20,0
ERP,114,397,42,552,0.0347,23,0
ERP,204,386,13,662,0.0384,33,1
CRM,246,447,47,605,0.0223,22,0
ERP,125,120,39,164,0.0442,17,1
POS,151,263,29,665,0.0281,53,1
ERP,192,484,35,321,0.0499,30,1
POS,249,114,24,565,0.01,31,0
POS,120,270,16,171,0.0144,18,0
CRM,150,357,16,573,0.0221,51,0
CRM,137,335,38,118,0.011,52,0
ERP,119,234,32,621,0.0413,20,1
CRM,256,256,43,514,0.0121,25,1
ERP,278,148,29,463,0.04,59,1
ERP,231,291,24,627,0.0121,18,0
POS,154,207,42,179,0.0201,12,1
POS,298,147,26,289,0.0437,45,1
CRM,191,91,29,247,0.048,51,0
POS,127,188,22,542,0.0266,22,1
POS,103,332,33,364,0.0488,10,1
ERP,249,457,46,608,0.0351,53,1
POS,175,276,16,400,0.0266,20,1
ERP,272,472,17,565,0.0421,33,0
POS,166,121,32,464,0.0218,14,1
CRM,185,292,23,498,0.0206,11,1
ERP,293,67,13,592,0.0363,26,1
POS,261,126,30,641,0.0256,26,1
POS,190,94,19,579,0.0154,29,1
POS,282,420,31,267,0.0127,24,0
ERP,204,392,39,190,0.0415,13,0
CRM,100,189,39,399,0.037,20,1
POS,171,226,25,273,0.0265,32,0
CRM,186,271,20,472,0.0458,10,0
ERP,265,464,31,123,0.0264,51,0
ERP,105,141,38,300,0.0384,59,1
CRM,252,71,34,106,0.0464,56,0
CRM,244,221,23,105,0.0436,13,0
POS,160,141,23,260,0.0304,47,1
POS,111,241,11,696,0.0372,11,0
CRM,105,126,22,347,0.0265,54,1
POS,126,330,12,265,0.0359,36,1
ERP,235,413,39,527,0.0203,43,1
ERP,223,228,27,244,0.0274,22,1
POS,205,287,45,610,0.0184,56,0
POS,292,184,30,642,0.0115,27,1
POS,284,414,28,608,0.0335,20,1
CRM,192,439,25,319,0.0446,14,0
POS,208,329,37,675,0.011,38,0
ERP,198,68,13,175,0.0178,34,1
ERP,267,132,24,418,0.0284,23,1
ERP,241,277,10,137,0.0366,57,1
CRM,134,420,25,665,0.0168,55,0
ERP,275,314,29,613,0.0123,50,1
ERP,183,161,42,345,0.0308,47,1
POS,155,300,26,239,0.0427,50,1
CRM,276,213,14,357,0.0114,46,1
POS,240,407,14,480,0.024,20,0
CRM,288,217,48,577,0.0365,53,1
CRM,148,270,22,284,0.0152,41,0
CRM,145,457,45,402,0.0194,58,0
CRM,212,353,39,593,0.0314,15,0
CRM,289,240,13,263,0.0481,15,1
ERP,235,374,32,302,0.0215,56,0
POS,142,486,30,507,0.0295,58,1
CRM,247,487,30,309,0.026,31,1
POS,223,219,15,200,0.0459,12,1
CRM,196,424,33,545,0.0129,28,1
ERP,189,94,40,660,0.0326,43,0
CRM,138,430,28,467,0.0438,50,1
CRM,184,63,47,338,0.0495,50,0
ERP,276,280,21,390,0.0379,16,1
ERP,291,206,23,471,0.0252,25,1
CRM,161,183,21,530,0.0265,47,1
CRM,205,440,24,379,0.0241,18,0
CRM,206,86,28,566,0.0341,22,1
ERP,153,102,37,415,0.0396,43,0
CRM,225,67,49,176,0.0428,55,1
ERP,108,87,14,250,0.0267,46,0
ERP,187,236,14,495,0.0387,52,0
POS,136,434,15,595,0.0466,56,1
CRM,148,245,32,396,0.0468,15,1
CRM,140,292,12,506,0.0382,47,1
ERP,116,349,46,386,0.0355,57,0
POS,187,352,42,592,0.0313,13,0
POS,120,84,30,635,0.0173,14,0
ERP,150,264,29,555,0.0149,15,1
POS,158,268,10,591,0.0294,22,1
CRM,266,365,48,108,0.0164,55,1
CRM,282,139,26,231,0.0331,33,0
CRM,140,357,38,176,0.0358,37,0
ERP,138,301,17,230,0.031,22,0
ERP,240,57,35,511,0.0115,51,1
ERP,291,305,37,189,0.0123,58,1
POS,110,412,43,597,0.0145,27,0
POS,246,257,35,453,0.0161,16,0
ERP,238,474,22,370,0.0496,13,0
ERP,176,180,46,491,0.0238,40,1
POS,226,273,22,531,0.0217,33,0
POS,145,246,47,571,0.0121,31,0
POS,144,191,34,407,0.0354,30,1
POS,100,301,32,607,0.0361,57,1
CRM,267,145,31,154,0.017,51,0
CRM,207,75,30,136,0.0468,35,0
CRM,118,160,39,154,0.042,39,1
CRM,175,172,20,623,0.0192,44,0
ERP,171,235,13,562,0.0294,32,1
CRM,299,217,42,577,0.0283,54,1
ERP,288,100,21,310,0.0239,49,0
ERP,208,428,18,325,0.0427,59,1
CRM,111,54,41,106,0.0144,39,1
POS,288,126,20,639,0.0266,28,1
POS,260,209,46,311,0.0271,41,1
ERP,144,257,33,288,0.0287,59,0
ERP,189,306,16,174,0.0445,28,1
POS,202,254,17,213,0.0187,31,1
CRM,296,304,42,250,0.0141,13,0
CRM,107,487,34,535,0.0347,54,1
ERP,252,60,10,183,0.017,21,1
CRM,190,486,12,311,0.013,24,1
CRM,273,57,49,560,0.0271,24,1
CRM,186,458,37,276,0.0188,19,1
POS,257,473,42,411,0.0244,28,1
POS,274,81,10,258,0.0204,17,0
POS,276,77,47,285,0.0137,40,0
ERP,274,255,36,570,0.0324,18,1
ERP,183,436,47,408,0.0111,38,0
ERP,181,277,44,345,0.0487,16,1
ERP,245,177,19,483,0.0237,17,1
ERP,293,304,21,141,0.0378,50,1
ERP,167,261,19,384,0.0424,26,0
POS,260,288,43,399,0.0212,24,1
ERP,226,256,33,535,0.0399,25,1
ERP,263,367,37,468,0.0433,16,1
ERP,181,332,31,585,0.0197,51,0
CRM,246,294,25,535,0.0497,28,0
ERP,255,94,22,527,0.0108,47,1
CRM,267,154,45,280,0.0187,34,0
CRM,183,397,45,439,0.0412,21,1
CRM,212,330,32,590,0.0178,41,0
POS,175,283,23,594,0.0379,56,1
ERP,221,238,41,262,0.0442,19,1
POS,242,93,12,657,0.0484,33,1
ERP,140,274,36,555,0.029,59,1
POS,266,479,28,191,0.0488,13,1
ERP,101,191,31,204,0.0265,52,0
ERP,290,185,10,538,0.0187,46,1
ERP,128,225,14,597,0.0306,54,0
POS,204,191,42,427,0.036,51,0
CRM,293,498,28,640,0.0283,48,0
CRM,150,129,45,608,0.0327,52,1
POS,174,131,15,350,0.0267,13,1
POS,109,184,24,290,0.031,45,0
ERP,241,256,45,146,0.0481,46,0
ERP,150,393,42,350,0.03,34,1
CRM,217,226,33,163,0.0201,50,1
POS,220,432,36,419,0.0403,39,0
ERP,138,292,20,623,0.0235,10,0
CRM,127,104,32,391,0.0426,38,0
ERP,102,190,42,128,0.0123,25,0
POS,183,489,38,536,0.0233,46,0
POS,297,105,40,696,0.0138,46,1
CRM,254,64,10,685,0.0134,16,0
CRM,216,234,43,146,0.0363,49,0
POS,101,363,27,516,0.0254,42,0
ERP,192,468,27,692,0.0449,59,1
POS,265,137,15,550,0.0307,31,1
CRM,230,146,49,654,0.0218,52,0
POS,243,193,10,173,0.0388,36,0
CRM,193,57,39,152,0.035,38,1
CRM,139,264,13,332,0.042,25,1
CRM,101,222,41,299,0.0357,30,1
CRM,180,272,19,648,0.0167,20,1
CRM,268,89,14,196,0.0368,30,1
POS,111,231,18,148,0.0257,18,0
ERP,262,319,14,621,0.0285,36,0
POS,164,236,20,139,0.0469,48,1
CRM,154,294,44,252,0.0244,31,0
CRM,144,358,36,205,0.0345,24,1
POS,200,280,13,652,0.0245,52,0
ERP,161,432,19,310,0.0138,32,1
CRM,148,204,48,301,0.0281,38,1
CRM,226,224,42,532,0.0339,48,1
ERP,252,385,47,664,0.0263,25,0
CRM,122,164,17,246,0.0256,12,0
ERP,251,439,33,598,0.0428,25,0
ERP,137,360,48,381,0.0112,17,0
ERP,127,349,42,409,0.0218,35,0
ERP,120,67,28,150,0.0425,51,1
ERP,281,321,11,594,0.0468,18,0
CRM,206,61,20,508,0.0265,44,1
ERP,245,453,44,372,0.0456,16,0
ERP,263,350,26,557,0.018,17,0
POS,198,241,12,219,0.0189,44,0
POS,272,281,31,145,0.0438,57,1
ERP,218,492,44,342,0.0461,55,0
POS,172,142,30,410,0.0189,48,1
ERP,280,267,34,661,0.0124,45,1
CRM,221,327,48,430,0.0136,15,1
CRM,129,402,11,110,0.0205,16,0
CRM,287,352,10,523,0.0405,21,1
ERP,207,78,16,147,0.0304,48,0
CRM,197,350,29,476,0.0282,10,1
CRM,131,126,15,667,0.0334,59,1
CRM,294,58,45,107,0.0456,52,0
ERP,294,73,30,625,0.0136,52,0
CRM,255,64,44,469,0.0378,58,0
ERP,271,213,45,539,0.0471,34,0
POS,178,62,17,665,0.0185,21,1
CRM,140,396,13,583,0.0435,36,0
ERP,162,221,25,372,0.0379,32,1
ERP,122,406,12,230,0.0106,28,1
ERP,203,376,16,620,0.0193,30,1
POS,174,249,11,213,0.0342,59,1
CRM,147,427,10,631,0.0301,30,0
ERP,259,125,10,598,0.0311,33,1
POS,156,213,47,438,0.0193,22,1
CRM,217,421,16,120,0.037,51,1
CRM,199,110,33,132,0.0207,45,0
POS,223,473,14,232,0.0256,24,0
POS,260,294,30,125,0.0248,59,0
ERP,251,431,37,463,0.0369,10,1
POS,266,204,27,191,0.0136,43,0
POS,133,306,33,644,0.0182,51,0
CRM,283,293,41,337,0.018,40,1
ERP,255,211,42,117,0.0143,59,1
ERP,264,117,19,373,0.0183,41,0
ERP,106,393,18,388,0.0343,45,1
ERP,295,326,42,126,0.0393,38,0
CRM,264,210,42,533,0.0364,19,0
CRM,155,440,16,207,0.029,30,1
POS,164,498,13,423,0.0121,45,1
POS,292,308,37,630,0.0484,33,1
ERP,146,356,32,203,0.0167,36,1
ERP,247,384,41,431,0.0367,30,0
CRM,118,144,25,461,0.0465,27,1
ERP,256,487,19,388,0.0379,13,0
POS,287,295,23,543,0.0187,56,1
POS,245,270,48,136,0.0226,27,1
ERP,262,172,45,447,0.0112,18,1
ERP,270,236,43,142,0.0345,58,1
POS,225,311,33,225,0.0345,39,0
POS,238,462,27,108,0.039,44,1
ERP,148,322,25,625,0.0104,54,0
CRM,212,422,46,230,0.0427,39,0
POS,137,109,34,424,0.0395,48,0
CRM,163,455,17,283,0.0156,55,1
CRM,168,457,33,381,0.0239,15,0
POS,235,174,29,152,0.0355,23,0
POS,261,386,39,652,0.0298,55,0
POS,275,390,29,632,0.0146,38,0
CRM,215,100,27,476,0.0135,41,1
CRM,283,227,13,394,0.0413,23,0
CRM,164,188,45,307,0.0162,29,0
CRM,130,489,15,576,0.0169,59,0
POS,231,376,12,168,0.0432,18,0
CRM,212,219,27,536,0.0345,21,0
ERP,208,88,49,400,0.0342,23,0
POS,277,118,27,126,0.0292,32,0
POS,168,285,32,652,0.0328,57,0
ERP,257,97,44,205,0.0341,43,1
ERP,219,430,15,685,0.0487,25,1
POS,187,106,35,671,0.0189,27,0
ERP,286,326,30,110,0.0186,50,1
POS,166,387,33,315,0.0123,49,0
CRM,174,148,24,420,0.0363,42,0
ERP,144,453,36,559,0.032,14,0
CRM,103,64,41,625,0.0144,48,1
ERP,253,374,21,678,0.0246,19,1
POS,254,228,14,259,0.0171,31,0
ERP,273,381,16,563,0.0233,52,1
CRM,206,111,31,621,0.0481,53,1
CRM,291,168,36,372,0.0373,42,1
ERP,150,86,24,340,0.0103,40,1
ERP,149,183,48,266,0.0201,15,1
CRM,105,75,44,668,0.0104,45,0
CRM,158,57,35,426,0.0386,12,0
ERP,224,53,32,628,0.0288,13,0
ERP,242,70,22,372,0.0498,36,0
POS,129,464,35,475,0.0393,47,1
ERP,269,198,12,474,0.0307,34,1
ERP,221,74,38,433,0.0422,46,1
CRM,224,192,11,102,0.0382,36,1
POS,136,294,37,342,0.0198,50,0
ERP,269,468,32,150,0.0312,45,1
CRM,223,482,45,449,0.0322,55,0
POS,200,92,15,273,0.028,56,1
POS,134,474,20,215,0.0172,45,0
ERP,186,342,47,460,0.0189,55,0
ERP,233,234,43,454,0.0212,51,1
ERP,295,91,26,175,0.0104,16,0
CRM,117,480,12,180,0.0467,39,0
CRM,212,141,43,328,0.0374,59,1
POS,128,366,31,171,0.0376,56,1
POS,176,447,38,502,0.0329,38,1
CRM,158,373,38,317,0.0376,49,1
POS,274,102,14,551,0.0493,50,0
CRM,225,133,19,466,0.0254,14,0
CRM,244,83,19,689,0.0385,15,0
POS,208,125,18,659,0.0244,53,0
POS,121,402,30,411,0.0442,16,0
POS,167,457,22,397,0.0443,48,1
CRM,168,453,19,123,0.0461,41,1
ERP,264,246,47,209,0.0102,24,1
POS,148,335,20,151,0.0219,22,0
POS,240,137,13,389,0.0154,27,0
CRM,261,284,40,543,0.0282,19,1
ERP,208,281,43,566,0.0298,49,1
CRM,185,56,44,358,0.0202,20,0
ERP,152,341,48,423,0.0389,49,0
CRM,222,87,48,437,0.0208,49,0
ERP,186,101,42,655,0.0442,56,0
POS,278,192,17,521,0.0171,11,0
POS,230,479,41,358,0.0247,36,1
ERP,141,456,42,164,0.0349,54,1
CRM,197,445,17,262,0.0342,59,0
POS,259,270,23,263,0.0131,53,0
CRM,208,477,43,138,0.0439,17,0
CRM,150,289,17,419,0.0339,58,1
POS,184,192,16,459,0.0448,47,0
ERP,273,398,22,368,0.0447,25,0
POS,226,412,30,423,0.0318,33,1
POS,120,431,41,425,0.0464,32,1
POS,143,98,20,686,0.0439,23,0
ERP,238,326,23,356,0.0483,36,1
POS,202,320,20,299,0.044,19,0
CRM,167,63,11,537,0.0428,37,1
POS,228,347,43,203,0.0288,34,1
ERP,191,64,26,471,0.0185,11,0
POS,290,283,23,263,0.0464,54,1
POS,123,112,34,212,0.0389,42,1
ERP,224,245,36,648,0.0213,59,0
POS,240,76,17,205,0.0236,55,0
POS,210,142,26,463,0.0374,44,1
POS,197,154,14,120,0.0291,56,1
CRM,238,358,21,228,0.0133,50,1
CRM,278,101,47,582,0.0157,22,0
POS,116,368,27,298,0.0398,14,1
POS,198,230,35,620,0.0231,14,0
POS,181,106,40,519,0.0303,31,0
POS,203,169,46,325,0.0407,43,0
ERP,251,357,15,308,0.04,10,0
POS,118,412,24,344,0.0167,26,0
CRM,264,92,35,387,0.0139,58,1
CRM,184,184,21,165,0.0336,18,1
ERP,107,422,23,252,0.0397,19,1
CRM,127,475,10,590,0.016,24,0
POS,104,309,26,534,0.0249,54,0
POS,244,246,42,317,0.0448,38,1
CRM,200,182,38,528,0.0478,34,0
ERP,263,304,40,601,0.0282,30,0
POS,217,269,17,693,0.0132,26,0
CRM,246,385,39,320,0.0203,36,1
ERP,163,90,22,534,0.0193,37,0
POS,190,437,25,379,0.0196,32,1
CRM,216,304,11,191,0.0298,48,1
ERP,197,51,27,623,0.0333,45,0
POS,110,244,44,238,0.0149,12,1
ERP,153,291,28,122,0.0456,42,0
CRM,272,198,22,516,0.0348,16,1
CRM,146,247,13,447,0.0339,14,1
ERP,239,348,28,336,0.0495,35,1
POS,248,294,34,282,0.0351,26,0
ERP,238,387,47,607,0.0472,26,1
POS,104,157,40,297,0.0215,56,0
ERP,283,442,45,222,0.0196,12,1
CRM,119,261,13,645,0.0307,12,1
POS,268,205,48,480,0.0303,43,0
POS,145,75,16,614,0.0191,17,0
ERP,111,131,25,105,0.038,54,0
CRM,169,132,14,403,0.0112,15,1
CRM,116,180,32,291,0.0376,46,1
ERP,214,378,45,475,0.0283,54,0
POS,246,149,41,624,0.0376,31,0
ERP,253,305,33,135,0.0291,42,0
CRM,147,98,34,169,0.0491,59,1
ERP,207,450,37,388,0.0234,16,0
CRM,151,112,28,204,0.0493,58,1
POS,195,360,16,412,0.0126,49,0
ERP,169,456,26,154,0.0374,28,0
POS,282,339,11,206,0.0282,57,1
POS,201,154,25,406,0.0429,55,0
ERP,174,154,48,135,0.0416,19,1
POS,260,374,27,232,0.042,32,0
CRM,289,64,48,124,0.0138,11,1
POS,250,224,10,136,0.0429,30,1
POS,242,308,12,118,0.0186,33,0
ERP,254,260,30,134,0.011,57,0
CRM,291,461,39,462,0.0187,22,0
ERP,278,308,20,517,0.0292,14,0
CRM,280,151,31,529,0.0397,27,0
CRM,181,309,34,617,0.0187,20,1
POS,191,393,12,566,0.0145,46,1
CRM,278,208,39,298,0.0358,41,1
CRM,274,94,33,645,0.0494,37,0
POS,103,492,45,667,0.034,31,0
CRM,234,350,32,310,0.0376,54,0
ERP,208,300,17,600,0.0324,37,0
POS,262,380,13,340,0.0413,10,0
CRM,147,214,48,269,0.049,15,0
CRM,172,242,40,393,0.0318,20,1
ERP,171,58,38,414,0.0267,51,0
POS,215,450,45,226,0.0444,42,0
CRM,272,423,22,567,0.0488,25,1
POS,180,114,18,466,0.0152,22,0
ERP,180,436,30,120,0.0331,30,1
CRM,212,331,12,415,0.0417,57,0
ERP,195,230,34,189,0.0313,56,1
CRM,171,464,34,503,0.0264,48,1
ERP,246,331,21,617,0.0362,55,0
ERP,162,328,38,550,0.0208,33,0
CRM,137,79,20,249,0.024,52,1
POS,166,315,20,545,0.0497,36,0
CRM,286,377,35,179,0.0355,54,1
POS,168,266,23,116,0.0449,46,1
CRM,112,369,25,237,0.0423,59,0
POS,274,455,19,607,0.0361,12,1
POS,288,448,40,651,0.0436,21,0
CRM,130,428,40,173,0.0215,16,0
ERP,213,154,45,173,0.0355,29,0
ERP,121,233,19,149,0.0336,24,0
ERP,192,379,35,109,0.0349,10,1
CRM,270,197,29,202,0.0167,19,1
ERP,166,154,18,487,0.0211,23,1
CRM,153,96,24,484,0.0215,24,0
CRM,237,136,18,398,0.0341,43,1
ERP,141,358,16,438,0.0489,58,0
ERP,163,486,35,488,0.0482,34,0
CRM,225,178,33,573,0.0191,40,1
POS,120,307,21,241,0.0222,19,0
ERP,293,363,29,269,0.0114,46,1
POS,268,196,23,112,0.026,15,1
POS,251,495,31,548,0.0434,15,0
CRM,134,121,25,273,0.0466,37,0
CRM,283,189,38,231,0.0195,47,0
ERP,129,459,41,639,0.0206,23,0
POS,156,76,28,694,0.0188,22,0
CRM,146,78,44,368,0.024,22,1
POS,262,320,41,350,0.0422,19,0
POS,118,223,29,469,0.0359,25,0
CRM,213,302,49,625,0.0414,48,0
CRM,107,434,29,691,0.0333,44,0
POS,125,109,17,605,0.0203,24,0
CRM,212,156,44,277,0.0191,32,1
POS,170,269,22,646,0.0104,46,1
CRM,129,490,15,358,0.0412,17,1
CRM,234,308,25,359,0.0439,35,0
ERP,166,420,14,234,0.0407,31,0
CRM,164,195,43,560,0.013,14,1
CRM,135,101,15,588,0.0405,43,1
CRM,124,109,42,180,0.0118,36,1
CRM,136,83,24,466,0.0142,28,0
ERP,100,145,24,158,0.0276,52,1
POS,242,138,23,173,0.029,52,0
POS,136,365,48,338,0.0426,44,0
POS,240,459,14,228,0.0372,54,0
CRM,235,280,35,511,0.0161,29,1
POS,232,324,26,414,0.019,56,1
POS,287,295,25,473,0.0214,47,0
POS,227,160,44,536,0.0149,22,1
CRM,226,283,47,237,0.0215,27,1
ERP,100,327,32,554,0.0391,27,1
POS,263,466,22,108,0.0197,10,0
CRM,134,215,42,331,0.0434,41,0
ERP,293,177,38,496,0.0288,34,1
POS,290,286,43,673,0.0229,30,1
ERP,203,340,43,417,0.0265,36,0
ERP,122,156,36,606,0.0384,20,0
CRM,108,177,24,621,0.0307,57,1
ERP,133,244,18,186,0.0103,10,0
CRM,273,388,35,417,0.0469,28,0
POS,227,443,12,432,0.0126,41,0
ERP,103,192,45,459,0.0475,17,1
ERP,257,444,14,340,0.0111,28,0
POS,201,160,29,155,0.0408,25,0
ERP,174,139,29,209,0.0314,44,0
POS,198,300,14,148,0.0302,11,0
CRM,171,329,19,115,0.0129,21,1
ERP,102,382,25,172,0.0195,38,0
POS,241,273,34,301,0.0411,19,1
CRM,287,150,34,192,0.0457,31,1
CRM,272,181,39,132,0.0312,43,0
CRM,133,62,23,699,0.0241,30,0
CRM,144,490,31,518,0.0124,46,1
CRM,160,147,37,302,0.0373,14,0
CRM,182,169,39,650,0.0211,15,1
POS,222,342,28,411,0.0122,41,1
CRM,201,353,47,568,0.0366,12,0
POS,115,248,29,493,0.0294,19,1
ERP,165,50,44,310,0.0105,14,0
CRM,267,109,31,670,0.0144,33,0
CRM,244,299,24,255,0.038,29,0
POS,218,189,20,421,0.0125,46,0
CRM,261,198,43,534,0.0446,40,1
ERP,223,444,33,673,0.0225,56,0
POS,243,93,15,139,0.0135,26,1
POS,201,420,26,139,0.0404,58,0
ERP,287,235,37,552,0.031,33,1
POS,165,157,40,289,0.0223,27,0
POS,293,93,45,114,0.0262,35,0
CRM,112,127,18,223,0.0109,51,1
ERP,283,275,19,379,0.0365,16,1
CRM,210,211,30,147,0.0246,52,0
CRM,258,330,43,288,0.0386,23,0
ERP,133,302,40,403,0.0351,50,1
ERP,138,181,38,658,0.0361,58,0
POS,294,497,20,204,0.0417,11,1
POS,235,421,42,468,0.0352,39,0
ERP,219,424,10,600,0.0267,58,1
ERP,225,193,30,559,0.0256,26,1
CRM,154,315,32,346,0.0148,29,0
ERP,126,158,18,363,0.0412,19,1
POS,217,243,10,305,0.0404,33,0
CRM,152,84,30,606,0.0199,53,1
POS,138,439,31,629,0.0445,21,1
ERP,164,324,13,463,0.0336,36,1
ERP,244,236,10,439,0.0291,24,1
POS,257,486,19,506,0.0107,18,0
ERP,280,292,24,552,0.0253,27,0
POS,112,313,45,677,0.0356,57,1
ERP,120,59,38,249,0.0136,16,1
CRM,246,215,14,292,0.0284,37,1
CRM,152,78,38,246,0.0497,55,0
POS,118,320,36,505,0.0387,45,0
POS,156,136,34,282,0.0319,12,1
POS,124,72,25,205,0.0313,53,0
CRM,130,259,25,335,0.0118,25,0
CRM,180,95,45,278,0.0483,45,0
ERP,282,77,34,531,0.0471,13,1
CRM,122,75,10,500,0.0373,44,0
ERP,131,315,14,624,0.014,18,0
POS,289,224,29,639,0.0183,55,1
ERP,173,53,14,422,0.0174,21,0
ERP,109,360,45,360,0.0308,19,1
ERP,299,371,38,498,0.0183,55,0
ERP,153,116,43,436,0.0378,53,1
ERP,151,184,27,399,0.0318,53,0
POS,247,104,11,218,0.0107,11,1
POS,259,80,25,657,0.0398,28,0
ERP,213,123,38,512,0.0176,22,1
ERP,113,68,42,679,0.043,51,1
POS,277,205,25,483,0.0242,42,1
ERP,255,386,44,579,0.0235,10,1
ERP,209,205,26,404,0.0105,37,1
CRM,152,196,13,295,0.0495,49,0
ERP,251,136,13,432,0.0345,15,0
ERP,178,69,34,119,0.0269,12,1
POS,121,318,42,532,0.0139,54,1
CRM,129,382,23,525,0.038,34,0
ERP,290,92,33,328,0.0213,53,0
CRM,103,444,20,623,0.0495,25,1
CRM,158,481,34,316,0.048,52,1
ERP,107,448,37,690,0.0394,13,0
ERP,111,450,16,474,0.0488,17,0
CRM,218,487,45,135,0.0142,48,0
CRM,258,355,19,127,0.0212,25,0
POS,133,77,45,471,0.0201,53,0
CRM,181,309,40,185,0.0129,47,0
ERP,197,71,28,287,0.0489,32,1
POS,226,424,27,404,0.0124,15,0
POS,174,150,15,521,0.0443,52,0
POS,204,88,37,179,0.0407,53,1
POS,148,339,16,285,0.025,25,0
CRM,178,402,47,104,0.0108,25,1
CRM,284,349,21,657,0.0102,32,0
POS,192,219,43,596,0.0182,25,0
POS,253,345,34,608,0.0298,45,0
CRM,117,402,26,101,0.0283,21,1
ERP,195,445,42,316,0.0334,46,1
ERP,137,179,32,636,0.0409,18,0
ERP,186,205,18,356,0.0251,27,0
ERP,187,123,15,552,0.0164,18,1
ERP,149,391,11,523,0.042,57,0
POS,107,139,47,423,0.0233,30,0
CRM,268,116,18,598,0.0215,10,0
POS,233,285,12,680,0.0406,32,1
ERP,168,249,25,296,0.0474,14,1
POS,271,381,34,603,0.0466,28,0
POS,220,276,33,371,0.0155,44,1
ERP,163,397,38,117,0.0301,42,1
CRM,256,282,49,206,0.0137,55,0
ERP,255,315,35,628,0.0484,27,0
CRM,238,135,47,224,0.0186,49,1
ERP,220,151,44,582,0.0179,23,1
CRM,164,490,32,693,0.0456,29,0
ERP,206,263,13,103,0.0487,22,0
CRM,246,157,23,450,0.0379,25,0
ERP,236,214,48,450,0.0148,50,1
CRM,254,140,16,327,0.0294,40,0
ERP,261,241,17,115,0.0427,48,0
POS,271,384,28,524,0.0329,44,0
CRM,295,135,11,563,0.0153,29,0
POS,199,271,10,345,0.0169,10,1
CRM,181,412,47,276,0.0446,49,1
CRM,242,473,22,642,0.0311,55,0
CRM,150,150,33,608,0.0382,22,0
